OTU	ASVs
OTU1083	ASV5964
OTU1084	ASV5966
OTU1085	ASV5914, ASV8961
OTU1086	ASV5970
OTU1087	ASV5928
OTU1088	ASV5998
OTU1089	ASV6042, ASV14237
OTU1090	ASV6093, ASV8132, ASV13448
OTU1091	ASV6099, ASV14855
OTU1092	ASV6052
OTU1093	ASV6102, ASV7829
OTU1094	ASV6120
OTU1095	ASV6090
OTU1096	ASV6167, ASV21066
OTU1097	ASV6151
OTU1098	ASV6117, ASV9989
OTU1099	ASV6193
OTU1100	ASV6177
OTU1101	ASV6169, ASV19722
OTU1102	ASV6213
OTU1103	ASV6262, ASV16811, ASV18539
OTU1104	ASV6260
OTU1105	ASV6259, ASV10710, ASV11272, ASV15987
OTU1106	ASV6216
OTU1107	ASV6296, ASV18932
OTU1108	ASV6289
OTU1109	ASV6320
OTU1110	ASV6314
OTU1111	ASV87, ASV225, ASV331, ASV431, ASV447, ASV451, ASV620, ASV706, ASV710, ASV738, ASV821, ASV845, ASV954, ASV925, ASV999, ASV1011, ASV1148, ASV1548, ASV1557, ASV1586, ASV1804, ASV1820, ASV2176, ASV2600, ASV2665, ASV2954, ASV3799, ASV3828, ASV4026, ASV4254, ASV4584, ASV4730, ASV4844, ASV4945, ASV5151, ASV5515, ASV5601, ASV5925, ASV6162, ASV6331, ASV6263, ASV6422, ASV6383, ASV7354, ASV7566, ASV7834, ASV8191, ASV8356, ASV9002, ASV9104, ASV9240, ASV9535, ASV9712, ASV10010, ASV10815, ASV10854, ASV11186, ASV11330, ASV11750, ASV12460, ASV12489, ASV12499, ASV13337, ASV14169, ASV15038, ASV15610, ASV15627, ASV15756, ASV15866, ASV15956, ASV16085, ASV16166, ASV16677, ASV16715, ASV16887, ASV17414, ASV18146, ASV19364
OTU1112	ASV6328
OTU1113	ASV6373, ASV11251
OTU1114	ASV606, ASV6330, ASV13513, ASV15235, ASV16333, ASV18235, ASV19460, ASV20963
OTU1115	ASV6394
OTU1116	ASV6429, ASV7052, ASV14269
OTU1117	ASV6392, ASV19801
OTU1118	ASV6404, ASV12822
OTU1119	ASV6480, ASV19655
OTU1120	ASV6479
OTU1121	ASV6542
OTU1122	ASV6561, ASV12917, ASV14232
OTU1123	ASV6571, ASV12234, ASV15823, ASV17880
OTU1124	ASV6590, ASV19978
OTU1125	ASV6551, ASV16242
OTU1126	ASV6593, ASV12714, ASV14024
OTU1127	ASV6588, ASV12002
OTU1128	ASV6569, ASV14049
OTU1129	ASV6612
OTU1130	ASV6675
OTU1131	ASV6663
OTU1132	ASV6662
OTU1133	ASV6729, ASV8119, ASV12774, ASV18422
OTU1134	ASV6726
OTU1135	ASV6749, ASV11026, ASV13127, ASV14505
OTU1136	ASV6752
OTU1137	ASV6769, ASV18742
OTU1138	ASV6810
OTU1139	ASV6871, ASV19382
OTU1140	ASV6873
OTU1141	ASV6855
OTU1142	ASV6886
OTU1143	ASV6874
OTU1144	ASV6923, ASV7570
OTU1145	ASV6925
OTU1146	ASV6953, ASV16975, ASV18694
OTU1147	ASV6952, ASV19298
OTU1148	ASV6989
OTU1149	ASV7012, ASV15696
OTU1150	ASV7026
OTU1151	ASV7036
OTU1152	ASV7032
OTU1153	ASV7088
OTU1154	ASV7105
OTU1155	ASV280, ASV346, ASV1368, ASV1395, ASV6346, ASV7132, ASV7821, ASV7934, ASV9215, ASV12453, ASV12948, ASV13165, ASV17091, ASV17535
OTU1156	ASV7119, ASV16458, ASV18470
OTU1157	ASV7156
OTU1158	ASV7138, ASV10101, ASV15039
OTU1159	ASV7168
OTU1160	ASV7187
OTU1161	ASV7186
OTU1162	ASV7188
OTU1163	ASV7203
OTU1164	ASV7238, ASV10267
OTU1165	ASV7250
OTU1166	ASV7263, ASV7526, ASV11620, ASV13182, ASV13316, ASV13691, ASV18729, ASV20151
OTU1167	ASV7231, ASV10773
OTU1168	ASV7229
OTU1169	ASV7301
OTU1170	ASV7270, ASV16381
OTU1171	ASV7267
OTU1172	ASV7314
OTU1173	ASV7339, ASV11935
OTU1174	ASV7351, ASV13829
OTU1175	ASV7381
OTU1176	ASV7385
OTU1177	ASV7359
OTU1178	ASV7403
OTU1179	ASV7433
OTU1180	ASV7470
OTU1181	ASV7484
OTU1182	ASV7472
OTU1183	ASV7533, ASV13966, ASV18894, ASV18975, ASV20085
OTU1184	ASV2171, ASV7483, ASV17646
OTU1185	ASV7587, ASV7805, ASV15793, ASV16370
OTU1186	ASV7569, ASV11625
OTU1187	ASV7585, ASV18457, ASV18856, ASV20159
OTU1188	ASV7625, ASV14543
OTU1189	ASV7623
OTU1190	ASV7680
OTU1191	ASV7731
OTU1192	ASV7747
OTU1193	ASV7728
OTU1194	ASV7679, ASV17281
OTU1195	ASV7755
OTU1196	ASV7758
OTU1197	ASV7763, ASV18544
OTU1198	ASV7769, ASV16459, ASV20092
OTU1199	ASV7799
OTU1200	ASV7807
OTU1201	ASV2868, ASV3533, ASV3721, ASV3791, ASV4253, ASV4246, ASV4742, ASV5074, ASV5186, ASV5514, ASV5585, ASV5763, ASV6174, ASV6273, ASV6790, ASV6838, ASV6959, ASV7060, ASV7364, ASV7838, ASV7832, ASV8127, ASV8197, ASV8155, ASV8327, ASV8336, ASV8423, ASV8589, ASV8584, ASV8675, ASV8876, ASV9030, ASV9222, ASV9337, ASV9500, ASV9595, ASV9674, ASV10008, ASV10104, ASV10121, ASV10887, ASV10950, ASV11018, ASV11160, ASV11187, ASV11198, ASV11384, ASV11463, ASV11483, ASV11545, ASV11667, ASV11833, ASV11857, ASV12156, ASV12236, ASV12342, ASV12533, ASV12673, ASV12883, ASV12912, ASV13041, ASV13176, ASV13214, ASV13268, ASV13275, ASV13684, ASV13827, ASV13831, ASV13971, ASV14204, ASV14795, ASV14823, ASV15246, ASV15750, ASV15949, ASV15961, ASV16191, ASV16194, ASV16356, ASV16452, ASV16471, ASV16467, ASV16633, ASV16754, ASV16845, ASV16987, ASV17119, ASV17132, ASV17245, ASV17514, ASV17693, ASV17782, ASV17959, ASV17962, ASV18153, ASV18174, ASV18194, ASV18236, ASV18231, ASV18507, ASV18768, ASV19069, ASV19413, ASV19454, ASV19469, ASV19753, ASV20050, ASV20156, ASV20782
OTU1202	ASV7831, ASV15102
OTU1203	ASV7811, ASV9212, ASV12937, ASV15720, ASV18949, ASV19588, ASV20416
OTU1204	ASV7863, ASV9480, ASV12184, ASV15511
OTU1205	ASV7873
OTU1206	ASV7864, ASV16805
OTU1207	ASV3383, ASV7882, ASV14151, ASV16756, ASV16989, ASV19414, ASV21032, ASV21184
OTU1208	ASV7870
OTU1209	ASV7932, ASV14612
OTU1210	ASV7920, ASV8688, ASV14946, ASV18760
OTU1211	ASV7942
OTU1212	ASV7994, ASV14295, ASV17995, ASV21258
OTU1213	ASV7997, ASV8341, ASV18879
OTU1214	ASV7970
OTU1215	ASV8022, ASV20556
OTU1216	ASV8051, ASV14838
OTU1217	ASV8055
OTU1218	ASV8081, ASV19960
OTU1219	ASV8092
OTU1220	ASV8100, ASV15532, ASV20019, ASV21025
OTU1221	ASV8116, ASV17342, ASV20173, ASV20969
OTU1222	ASV8126
OTU1223	ASV8122
OTU1224	ASV8189
OTU1225	ASV8121, ASV14819, ASV18304, ASV20822
OTU1226	ASV8237
OTU1227	ASV8192, ASV19264, ASV19294, ASV19768, ASV20655
OTU1228	ASV8244
OTU1229	ASV8281
OTU1230	ASV8319, ASV20373
OTU1231	ASV8320, ASV14625
OTU1232	ASV8340, ASV19201
OTU1233	ASV8347
OTU1234	ASV8449
OTU1235	ASV8490
OTU1236	ASV8487
OTU1237	ASV8551, ASV18857, ASV19715
OTU1238	ASV8561, ASV11584, ASV21250
OTU1239	ASV8558
OTU1240	ASV8620
OTU1241	ASV8645
OTU1242	ASV8637, ASV15150, ASV17125, ASV18250
OTU1243	ASV8671
OTU1244	ASV8695, ASV19084, ASV20967
OTU1245	ASV8729
OTU1246	ASV8727, ASV15929
OTU1247	ASV8780
OTU1248	ASV8701, ASV13423, ASV14013, ASV16602
OTU1249	ASV8801, ASV15166, ASV17581, ASV18282, ASV21101
OTU1250	ASV8830, ASV9637
OTU1251	ASV8782
OTU1252	ASV8862
OTU1253	ASV8909, ASV9346, ASV12107, ASV14515, ASV20260
OTU1254	ASV8897
OTU1255	ASV8904
OTU1256	ASV8969, ASV18478
OTU1257	ASV8976
OTU1258	ASV8972
OTU1259	ASV9007
OTU1260	ASV8971
OTU1261	ASV9000, ASV9512, ASV13882
OTU1262	ASV8997
OTU1263	ASV9020, ASV11189, ASV20366
OTU1264	ASV9039, ASV11585
OTU1265	ASV9072, ASV11482, ASV11860, ASV15085, ASV20264
OTU1266	ASV9093
OTU1267	ASV9114
OTU1268	ASV9123
OTU1269	ASV9144
OTU1270	ASV9121, ASV19732, ASV20747
OTU1271	ASV9176
OTU1272	ASV9208
OTU1273	ASV9249, ASV21102
OTU1274	ASV9263, ASV20507
OTU1275	ASV9324
OTU1276	ASV9314
OTU1277	ASV9349
OTU1278	ASV9355, ASV11058
OTU1279	ASV9390, ASV15495
OTU1280	ASV9416, ASV18062, ASV18104
OTU1281	ASV9388
OTU1282	ASV9423
OTU1283	ASV9433, ASV11987, ASV16814
OTU1284	ASV9449, ASV20470
OTU1285	ASV9435, ASV14614, ASV15145, ASV19938
OTU1286	ASV9465, ASV10456
OTU1287	ASV9487, ASV17915
OTU1288	ASV9478, ASV15437, ASV17422, ASV20562
OTU1289	ASV9489, ASV10291, ASV14467, ASV18371, ASV20589, ASV21165, ASV21197
OTU1290	ASV9543
OTU1291	ASV9544, ASV20819
OTU1292	ASV9530
OTU1293	ASV9564, ASV17170
OTU1294	ASV9611
OTU1295	ASV9612
OTU1296	ASV5951, ASV9573, ASV15319
OTU1297	ASV9552, ASV20511
OTU1298	ASV9680
OTU1299	ASV9676
OTU1300	ASV9627
OTU1301	ASV9707
OTU1302	ASV9699, ASV15125, ASV16418
OTU1303	ASV9715
OTU1304	ASV9733, ASV15009, ASV15556, ASV19120
OTU1305	ASV9714
OTU1306	ASV9756
OTU1307	ASV9752, ASV13897, ASV16385
OTU1308	ASV9782
OTU1309	ASV9768
OTU1310	ASV9805
OTU1311	ASV9795, ASV17010
OTU1312	ASV9801, ASV21214
OTU1313	ASV9771
OTU1314	ASV9822
OTU1315	ASV9773
OTU1316	ASV9810
OTU1317	ASV9860
OTU1318	ASV9869
OTU1319	ASV9893
OTU1320	ASV9855
OTU1321	ASV9900
OTU1322	ASV9905, ASV20044, ASV21058
OTU1323	ASV9944
OTU1324	ASV9866
OTU1325	ASV9912
OTU1326	ASV9955, ASV20016
OTU1327	ASV9967, ASV14392, ASV19159
OTU1328	ASV9999, ASV11378, ASV17491, ASV19917, ASV20152
OTU1329	ASV10024
OTU1330	ASV9950
OTU1331	ASV10040, ASV20972
OTU1332	ASV10051, ASV17405
OTU1333	ASV10081
OTU1334	ASV10159
OTU1335	ASV8592, ASV10152, ASV17871
OTU1336	ASV10167
OTU1337	ASV5461, ASV10184
OTU1338	ASV10143
OTU1339	ASV10207, ASV20630
OTU1340	ASV10219, ASV11555, ASV14871
OTU1341	ASV10226
OTU1342	ASV10190
OTU1343	ASV10232, ASV11526, ASV11637
OTU1344	ASV10248, ASV19684
OTU1345	ASV10261, ASV17999
OTU1346	ASV10250, ASV18323
OTU1347	ASV10293
OTU1348	ASV10295, ASV14948
OTU1349	ASV10254, ASV18061, ASV20778
OTU1350	ASV10303
OTU1351	ASV10273, ASV19018
OTU1352	ASV10296, ASV11122
OTU1353	ASV10285
OTU1354	ASV10308
OTU1355	ASV10352
OTU1356	ASV10380, ASV16892, ASV20308, ASV20324
OTU1357	ASV10411, ASV12907
OTU1358	ASV10483
OTU1359	ASV10488, ASV18659, ASV19179
OTU1360	ASV10507, ASV19637
OTU1361	ASV10513
OTU1362	ASV10510
OTU1363	ASV10515
OTU1364	ASV10534, ASV10539
OTU1365	ASV10519
OTU1366	ASV308, ASV5541, ASV6168, ASV10500, ASV12006, ASV12056
OTU1367	ASV10512, ASV16784
OTU1368	ASV812, ASV7798, ASV10560, ASV14726, ASV15029, ASV15109, ASV17765
OTU1369	ASV10558, ASV12187
OTU1370	ASV10544
OTU1371	ASV10564, ASV18985, ASV19982, ASV21248
OTU1372	ASV10576, ASV20439
OTU1373	ASV10567
OTU1374	ASV10612
OTU1375	ASV10642, ASV16653
OTU1376	ASV10652
OTU1377	ASV10610
OTU1378	ASV10617
OTU1379	ASV10700
OTU1380	ASV10711, ASV11100
OTU1381	ASV10674, ASV12015, ASV18693
OTU1382	ASV10684, ASV12318
OTU1383	ASV10748
OTU1384	ASV10753
OTU1385	ASV3053, ASV10741, ASV21173
OTU1386	ASV10770
OTU1387	ASV10762, ASV15015, ASV16914, ASV17066, ASV17812, ASV18409, ASV18818
OTU1388	ASV10814
OTU1389	ASV10795
OTU1390	ASV10809
OTU1391	ASV10813, ASV20297
OTU1392	ASV10791
OTU1393	ASV10835
OTU1394	ASV10847
OTU1395	ASV10859
OTU1396	ASV10821, ASV13820, ASV19636
OTU1397	ASV10858, ASV13383, ASV18161, ASV19049, ASV19544
OTU1398	ASV10864
OTU1399	ASV10829, ASV18312
OTU1400	ASV10862, ASV17303, ASV18317, ASV20645
OTU1401	ASV10882, ASV20006
OTU1402	ASV10967, ASV15515, ASV18665, ASV19010, ASV19650, ASV20626, ASV21242
OTU1403	ASV10964
OTU1404	ASV10899
OTU1405	ASV10973
OTU1406	ASV10982
OTU1407	ASV10986
OTU1408	ASV11003
OTU1409	ASV11012
OTU1410	ASV10999
OTU1411	ASV11007, ASV18103
OTU1412	ASV11020
OTU1413	ASV11065
OTU1414	ASV11096, ASV20754
OTU1415	ASV11101
OTU1416	ASV11109
OTU1417	ASV11136
OTU1418	ASV11137, ASV11628, ASV13809, ASV13989, ASV16635, ASV17562
OTU1419	ASV11132
OTU1420	ASV11120
OTU1421	ASV11126, ASV19167
OTU1422	ASV11174, ASV18451
OTU1423	ASV11181
OTU1424	ASV11218
OTU1425	ASV11210, ASV16489, ASV20506
OTU1426	ASV11203
OTU1427	ASV11204, ASV20838, ASV20981
OTU1428	ASV11206
OTU1429	ASV11243
OTU1430	ASV11162, ASV12900, ASV13095, ASV14599, ASV16909, ASV20670
OTU1431	ASV11263, ASV18142
OTU1432	ASV11299, ASV12498, ASV17444, ASV19774, ASV20469, ASV20501, ASV20536
OTU1433	ASV11317
OTU1434	ASV11320
OTU1435	ASV11338, ASV18494, ASV18860
OTU1436	ASV11362
OTU1437	ASV11357
OTU1438	ASV11350
OTU1439	ASV11366
OTU1440	ASV11341
OTU1441	ASV11381, ASV18958
OTU1442	ASV11424, ASV20227
OTU1443	ASV11442, ASV18663, ASV19403
OTU1444	ASV11451
OTU1445	ASV11470, ASV13169, ASV19047
OTU1446	ASV11484
OTU1447	ASV11517, ASV18195
OTU1448	ASV11535, ASV20649
OTU1449	ASV11548
OTU1450	ASV11563, ASV15946, ASV17439
OTU1451	ASV11561, ASV18960, ASV21080
OTU1452	ASV11557
OTU1453	ASV11595
OTU1454	ASV11597
OTU1455	ASV11571, ASV17720
OTU1456	ASV11543
OTU1457	ASV11556, ASV14802, ASV19618
OTU1458	ASV11626
OTU1459	ASV11657, ASV12479
OTU1460	ASV11676, ASV13226, ASV14651, ASV15786, ASV17445, ASV21299
OTU1461	ASV11691, ASV19981, ASV20205
OTU1462	ASV11648, ASV15648, ASV18291, ASV19949
OTU1463	ASV11690
OTU1464	ASV11708, ASV20924
OTU1465	ASV11735, ASV15619
OTU1466	ASV11739
OTU1467	ASV11745
OTU1468	ASV11702, ASV20976
OTU1469	ASV11719, ASV19441
OTU1470	ASV11781
OTU1471	ASV11779
OTU1472	ASV11842, ASV21147
OTU1473	ASV11824, ASV20956
OTU1474	ASV11805
OTU1475	ASV11840, ASV11934
OTU1476	ASV11872
OTU1477	ASV369, ASV11873, ASV12517, ASV13787, ASV14782, ASV17096, ASV20996
OTU1478	ASV11837
OTU1479	ASV11835, ASV16135
OTU1480	ASV11879
OTU1481	ASV11871
OTU1482	ASV11875
OTU1483	ASV11906, ASV21171
OTU1484	ASV11961, ASV19009
OTU1485	ASV542, ASV10300, ASV11964, ASV13805, ASV16426, ASV17495
OTU1486	ASV11970, ASV17885, ASV18332
OTU1487	ASV11925
OTU1488	ASV11990
OTU1489	ASV12012, ASV20681
OTU1490	ASV11995, ASV12818
OTU1491	ASV11971
OTU1492	ASV12001
OTU1493	ASV12070
OTU1494	ASV9113, ASV12059, ASV13981, ASV15431, ASV17486
OTU1495	ASV12100, ASV13278
OTU1496	ASV12086, ASV19181
OTU1497	ASV12129
OTU1498	ASV12135
OTU1499	ASV12171, ASV18532
OTU1500	ASV12190
OTU1501	ASV12179
OTU1502	ASV12229
OTU1503	ASV12200, ASV19515
OTU1504	ASV12239
OTU1505	ASV12195
OTU1506	ASV12255, ASV13598
OTU1507	ASV12228, ASV13986
OTU1508	ASV12243, ASV14912, ASV20628
OTU1509	ASV12312
OTU1510	ASV12305
OTU1511	ASV12329, ASV16864
OTU1512	ASV12285
OTU1513	ASV12332
OTU1514	ASV12343
OTU1515	ASV12356
OTU1516	ASV12353, ASV17357
OTU1517	ASV12393
OTU1518	ASV12402
OTU1519	ASV12425, ASV18295
OTU1520	ASV12423
OTU1521	ASV12415
OTU1522	ASV12451, ASV20923
OTU1523	ASV12491
OTU1524	ASV12501
OTU1525	ASV12502
OTU1526	ASV12432, ASV18858
OTU1527	ASV12524
OTU1528	ASV12463
OTU1529	ASV12492, ASV16841
OTU1530	ASV12547, ASV20705
OTU1531	ASV12554
OTU1532	ASV12538
OTU1533	ASV12567
OTU1534	ASV12589, ASV21145
OTU1535	ASV12602
OTU1536	ASV12575, ASV15917
OTU1537	ASV12584
OTU1538	ASV12590
OTU1539	ASV12631
OTU1540	ASV12641, ASV15892
OTU1541	ASV6158, ASV12652, ASV16901, ASV20276
OTU1542	ASV12651
OTU1543	ASV12715
OTU1544	ASV12711, ASV18351, ASV19162
OTU1545	ASV12712, ASV17018
OTU1546	ASV12737
OTU1547	ASV12755
OTU1548	ASV12726
OTU1549	ASV12753
OTU1550	ASV12773
OTU1551	ASV12770, ASV15904
OTU1552	ASV12788, ASV18220, ASV20068
OTU1553	ASV12763, ASV12813
OTU1554	ASV12808, ASV16016, ASV19723
OTU1555	ASV12803
OTU1556	ASV12807, ASV14046
OTU1557	ASV12821
OTU1558	ASV12838
OTU1559	ASV12768
OTU1560	ASV12845
OTU1561	ASV12875
OTU1562	ASV12865
OTU1563	ASV12880
OTU1564	ASV12911
OTU1565	ASV12902
OTU1566	ASV12945
OTU1567	ASV12940
OTU1568	ASV12986
OTU1569	ASV12951
OTU1570	ASV12923, ASV16787
OTU1571	ASV12989, ASV21133
OTU1572	ASV12993
OTU1573	ASV12959
OTU1574	ASV12999
OTU1575	ASV12974
OTU1576	ASV13001, ASV14308
OTU1577	ASV13060
OTU1578	ASV13065
OTU1579	ASV13026
OTU1580	ASV13053
OTU1581	ASV13059, ASV17889, ASV19446
OTU1582	ASV13101
OTU1583	ASV13090, ASV16955
OTU1584	ASV13085
OTU1585	ASV13089, ASV15853, ASV16265
OTU1586	ASV13124
OTU1587	ASV13135
OTU1588	ASV13096
OTU1589	ASV13179, ASV19481
OTU1590	ASV13112, ASV13694, ASV19642
OTU1591	ASV13208, ASV20678
OTU1592	ASV13197
OTU1593	ASV13188, ASV20220, ASV21294
OTU1594	ASV13216
OTU1595	ASV13154, ASV17145, ASV21137
OTU1596	ASV680, ASV2181, ASV13113, ASV13170, ASV15473, ASV17933, ASV18432, ASV18489
OTU1597	ASV11831, ASV13229
OTU1598	ASV13206
OTU1599	ASV13213
OTU1600	ASV13239
OTU1601	ASV13243, ASV15061, ASV20307
OTU1602	ASV13253, ASV14743, ASV20022, ASV20250
OTU1603	ASV13288
OTU1604	ASV13285
OTU1605	ASV13312, ASV16843
OTU1606	ASV13309, ASV15677, ASV21295, ASV21346
OTU1607	ASV13277
OTU1608	ASV13307
OTU1609	ASV13347, ASV18982
OTU1610	ASV13362
OTU1611	ASV13369
OTU1612	ASV13368
OTU1613	ASV13416
OTU1614	ASV13398, ASV18835
OTU1615	ASV13413
OTU1616	ASV13430, ASV19023, ASV20524
OTU1617	ASV13432
OTU1618	ASV13455, ASV18866
OTU1619	ASV13405
OTU1620	ASV13450, ASV20190
OTU1621	ASV13477
OTU1622	ASV13433, ASV20894
OTU1623	ASV13500, ASV19160, ASV19797, ASV20749, ASV21113
OTU1624	ASV13453
OTU1625	ASV498, ASV4515, ASV5673, ASV6189, ASV8837, ASV11377, ASV13459, ASV13801, ASV16363, ASV18565, ASV18872
OTU1626	ASV13497, ASV20941
OTU1627	ASV13530
OTU1628	ASV13548
OTU1629	ASV13535
OTU1630	ASV13516
OTU1631	ASV13565
OTU1632	ASV13576
OTU1633	ASV13572, ASV21138
OTU1634	ASV13593
OTU1635	ASV13539, ASV13927, ASV19286, ASV20314
OTU1636	ASV13588
OTU1637	ASV13610
OTU1638	ASV13601
OTU1639	ASV13613
OTU1640	ASV13617
OTU1641	ASV13582
OTU1642	ASV13647, ASV20616
OTU1643	ASV13635, ASV15421, ASV16906
OTU1644	ASV13654
OTU1645	ASV13618
OTU1646	ASV13666, ASV17913
OTU1647	ASV13680
OTU1648	ASV13699
OTU1649	ASV13667
OTU1650	ASV13703
OTU1651	ASV13743, ASV17908
OTU1652	ASV13731
OTU1653	ASV13796
OTU1654	ASV13797, ASV20660
OTU1655	ASV13819, ASV18359
OTU1656	ASV13814, ASV15429, ASV16685
OTU1657	ASV13813, ASV20421
OTU1658	ASV13846, ASV17604, ASV18135
OTU1659	ASV13901, ASV20467, ASV21161
OTU1660	ASV13920
OTU1661	ASV13931
OTU1662	ASV13951, ASV18405
OTU1663	ASV13939
OTU1664	ASV13940
OTU1665	ASV13955
OTU1666	ASV377, ASV5269, ASV7194, ASV11696, ASV13926, ASV15629, ASV17734, ASV18224, ASV19319, ASV20330
OTU1667	ASV13985
OTU1668	ASV13958
OTU1669	ASV13957
OTU1670	ASV14056
OTU1671	ASV14065
OTU1672	ASV14067
OTU1673	ASV14071, ASV21010
OTU1674	ASV14087, ASV20983
OTU1675	ASV14088
OTU1676	ASV14122, ASV16560
OTU1677	ASV14042, ASV19040
OTU1678	ASV14125
OTU1679	ASV14068, ASV19542
OTU1680	ASV14081, ASV19172
OTU1681	ASV14121
OTU1682	ASV14162
OTU1683	ASV14157, ASV14401
OTU1684	ASV14154, ASV19331
OTU1685	ASV14179
OTU1686	ASV14205, ASV18820
OTU1687	ASV14220
OTU1688	ASV14218
OTU1689	ASV14177
OTU1690	ASV14178, ASV20566
OTU1691	ASV14222
OTU1692	ASV14240, ASV15179
OTU1693	ASV14246
OTU1694	ASV14226
OTU1695	ASV14251
OTU1696	ASV14228
OTU1697	ASV14274
OTU1698	ASV14286, ASV19385, ASV21362
OTU1699	ASV14293
OTU1700	ASV14307
OTU1701	ASV14282, ASV16169
OTU1702	ASV14280
OTU1703	ASV957, ASV14331, ASV15701, ASV20302
OTU1704	ASV14380
OTU1705	ASV14387, ASV16425, ASV17343, ASV20445, ASV20807, ASV21454
OTU1706	ASV14378
OTU1707	ASV14391
OTU1708	ASV14396, ASV14740, ASV16673
OTU1709	ASV14347
OTU1710	ASV14408
OTU1711	ASV14362, ASV15461, ASV18467
OTU1712	ASV14414, ASV16234, ASV20361
OTU1713	ASV14428, ASV16420, ASV20296
OTU1714	ASV14420
OTU1715	ASV14404
OTU1716	ASV14413, ASV19306
OTU1717	ASV14449, ASV16679, ASV17939
OTU1718	ASV14499
OTU1719	ASV14537
OTU1720	ASV14531, ASV15844
OTU1721	ASV14545
OTU1722	ASV14540
OTU1723	ASV14564
OTU1724	ASV14565, ASV19710
OTU1725	ASV14562
OTU1726	ASV14605
OTU1727	ASV14611, ASV21348
OTU1728	ASV14594
OTU1729	ASV14642
OTU1730	ASV14646, ASV20339
OTU1731	ASV14658, ASV20349
OTU1732	ASV14669
OTU1733	ASV14690, ASV21344
OTU1734	ASV14707, ASV19240, ASV20812, ASV21167
OTU1735	ASV14735
OTU1736	ASV14744
OTU1737	ASV14756
OTU1738	ASV14750
OTU1739	ASV14746, ASV19921, ASV20466, ASV21098
OTU1740	ASV14775
OTU1741	ASV14741
OTU1742	ASV14800
OTU1743	ASV14236, ASV14779, ASV18229, ASV18974, ASV21166, ASV21260
OTU1744	ASV14817, ASV16069
OTU1745	ASV14801
OTU1746	ASV14852
OTU1747	ASV14861
OTU1748	ASV14850
OTU1749	ASV14863, ASV16109, ASV19962
OTU1750	ASV14880, ASV19092
OTU1751	ASV14859
OTU1752	ASV14889
OTU1753	ASV14849
OTU1754	ASV14896
OTU1755	ASV14885
OTU1756	ASV14916
OTU1757	ASV14892
OTU1758	ASV14913
OTU1759	ASV14865, ASV15372, ASV20471, ASV20484
OTU1760	ASV14900
OTU1761	ASV14911, ASV19581, ASV20828
OTU1762	ASV14909
OTU1763	ASV14922
OTU1764	ASV14990
OTU1765	ASV15008
OTU1766	ASV15004
OTU1767	ASV15023
OTU1768	ASV15017, ASV17650
OTU1769	ASV15060
OTU1770	ASV15072
OTU1771	ASV5491, ASV15042, ASV17057, ASV17050
OTU1772	ASV15058, ASV20865
OTU1773	ASV15052, ASV17185, ASV19750, ASV20608
OTU1774	ASV15088
OTU1775	ASV15083
OTU1776	ASV15059
OTU1777	ASV15095
OTU1778	ASV15056, ASV15679
OTU1779	ASV14733, ASV15082
OTU1780	ASV15139, ASV18520, ASV20779
OTU1781	ASV15153, ASV18107, ASV19164
OTU1782	ASV15178
OTU1783	ASV15148
OTU1784	ASV15206
OTU1785	ASV15164
OTU1786	ASV15229
OTU1787	ASV15223
OTU1788	ASV15226
OTU1789	ASV15232
OTU1790	ASV15205
OTU1791	ASV15219, ASV21194
OTU1792	ASV15288
OTU1793	ASV15301
OTU1794	ASV15307
OTU1795	ASV15274
OTU1796	ASV15320
OTU1797	ASV15314
OTU1798	ASV15331
OTU1799	ASV15279, ASV19634, ASV20877, ASV21068
OTU1800	ASV15329, ASV19026
OTU1801	ASV15358
OTU1802	ASV15321
OTU1803	ASV15392
OTU1804	ASV15379
OTU1805	ASV15373, ASV16661
OTU1806	ASV15390
OTU1807	ASV15397
OTU1808	ASV15442, ASV17117
OTU1809	ASV15433
OTU1810	ASV15449
OTU1811	ASV15448
OTU1812	ASV15434
OTU1813	ASV15415, ASV19091, ASV20266
OTU1814	ASV15444
OTU1815	ASV15427, ASV15709, ASV19996
OTU1816	ASV15469
OTU1817	ASV15484, ASV19274
OTU1818	ASV15521, ASV18525, ASV20423
OTU1819	ASV15517
OTU1820	ASV15530
OTU1821	ASV15520
OTU1822	ASV15527
OTU1823	ASV15513, ASV18948, ASV19951
OTU1824	ASV15536, ASV16785
OTU1825	ASV15565
OTU1826	ASV15560
OTU1827	ASV15566
OTU1828	ASV15595
OTU1829	ASV15609, ASV17089, ASV19122
OTU1830	ASV15591
OTU1831	ASV15614, ASV18211
OTU1832	ASV15626
OTU1833	ASV15620
OTU1834	ASV1710, ASV5026, ASV15432, ASV15613, ASV21422
OTU1835	ASV15647, ASV19216
OTU1836	ASV15680
OTU1837	ASV15686
OTU1838	ASV15672
OTU1839	ASV15699, ASV19997, ASV20212
OTU1840	ASV15705
OTU1841	ASV15700
OTU1842	ASV15710
OTU1843	ASV15727, ASV18527
OTU1844	ASV15702
OTU1845	ASV9656, ASV15706
OTU1846	ASV13844, ASV15737
OTU1847	ASV15780
OTU1848	ASV15788
OTU1849	ASV15787
OTU1850	ASV15719
OTU1851	ASV15802
OTU1852	ASV15833
OTU1853	ASV15846, ASV17483, ASV20425
OTU1854	ASV15865
OTU1855	ASV15867
OTU1856	ASV15910, ASV20146
OTU1857	ASV15905
